avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate
561,221,158.3,410.9,64533,129048,9.2,61.99243692,"(61494.5, 125635]",42.4,41.2,43.5,"Comal County, Texas",2.7,59.4,13.7,41.3,36.5,8.5,25.5,22.9,56.9,4.9,70.6,54.4,43.7,28,12.5,61.43432459,6.213794701
86,42,197.7,432.1,38280,13430,19.7,0,"(37413.8, 40362.7]",43.6,44.3,43.3,"Comanche County, Texas",2.62,55.8,24.3,41.6,30.9,3.2,37,11.5,49.7,4.5,52,33.2,26.5,36.1,17.9,54.30748193,9.379671151
15,7,156.8,330.7,40837,4081,26.5,0,"(40362.7, 42724.4]",40.8,39.3,47,"Concho County, Texas",3.3,50.7,33,46.7,,5.8,30.1,8.2,27.8,2.8,58.6,41,37.4,43.9,24.3,61.13161132,11.55660377
203,84,169.2,428.1,57378,39229,15.3,0,"(54545.6, 61494.5]",39.6,39,40.4,"Cooke County, Texas",2.61,54.9,19.8,37.1,38.3,4.8,32.1,14.7,58.8,7,65.2,49.8,43.7,32.1,16.8,55.58980682,7.427277062
239,91,184.5,446.1,47018,75503,14.8,0,"(45201, 48021.6]",30.6,29.1,32.3,"Coryell County, Texas",2.86,50.4,11.5,45.6,,2.6,30.3,10.5,39,9.5,77.7,52,27.4,26.9,10.6,57.96875716,6.044769217
9,5,192.3,342.6,32722,1426,20.9,0,"[22640, 34218.1]",50.1,40.8,54.4,"Cottle County, Texas",2.38,64.5,15,20,,0,30.9,11.6,52.9,7.5,44.9,,21.4,47.7,26.4,56.22047244,8.620689655
16,6,150.1,367,61098,5048,9.5,0,"(54545.6, 61494.5]",33.5,33.1,34.2,"Crane County, Texas",3.01,55.4,33.6,35.7,30.6,0,30.4,9.4,57.5,5.2,64.5,54.9,51.8,23,14.8,55.70687419,11.89138577
15,7,165.6,360.8,49614,3710,13.7,0,"(48021.6, 51046.4]",40.5,35.9,43.3,"Crockett County, Texas",2.53,64,26.5,46.4,,3.6,27.2,8.9,62.3,1.8,63.1,54.5,50.6,22.2,15.3,64.06140963,5.249679898
26,14,174.1,334.7,36627,5977,24.1,0,"(34218.1, 37413.8]",38.2,37.4,38.6,"Crosby County, Texas",2.71,53.8,26.7,41,32.4,0,30.7,9.2,54.7,10,43.8,33.6,28,40.3,28.3,52.67245318,4.238618524
29,9,177.9,537.2,43523,7121,12.4,0,"(42724.4, 45201]",30.7,29.1,31.3,"Dallam County, Texas",3.09,46.4,14.7,61.8,,5.5,33.3,9,66.6,5.6,52.4,43.7,36.6,30,21.8,49.51241135,9.422492401
64,25,165.4,437.5,41876,13520,20.2,0,"(40362.7, 42724.4]",33.4,30.7,37.3,"Dawson County, Texas",2.74,46.8,38.5,38.2,,0.5,37.4,8.2,45.3,9.5,54.9,41.9,36,33.2,18.4,53.21361059,8.016032064
73,33,180.8,402,41499,18952,19.2,0,"(40362.7, 42724.4]",31.5,30.5,32.6,"Deaf Smith County, Texas",3.05,53.9,17.8,33.5,,4,30.8,10.8,61.4,5.4,52.5,,37,33.2,23.1,53.84242816,9.004952724
29,15,184.1,382,38304,5217,20,0,"(37413.8, 40362.7]",43.5,41.4,45,"Delta County, Texas",2.67,58.1,26.1,34.5,,1,33.6,14.4,43.9,13.6,55.7,40.9,36.6,39.9,21.1,59.23236515,11.27029608
118,49,167.1,429,45717,20797,18,0,"(45201, 48021.6]",42.2,41,45.4,"DeWitt County, Texas",2.66,50.1,17.3,53.8,,5.1,37.5,10.7,48.1,6.8,61.3,,36.5,35,18.8,51.56493415,4.149048626
10,5,151.4,300.1,35924,2206,22.1,0,"(34218.1, 37413.8]",43.1,41.1,48.7,"Dickens County, Texas",2.36,52.5,39,13.2,45.3,2.5,28.3,11.4,39.9,13.6,58.4,,33.5,38,17.3,51.70842825,6.788511749
37,18,148,328.3,36856,10980,25,0,"(34218.1, 37413.8]",34.6,35.1,34.4,"Dimmit County, Texas",2.96,36.6,25.5,40.9,,0,29.8,7.2,,10.3,38.9,33.5,31,40.3,30.4,37.16367713,2.542372881
22,12,202.7,386.3,37263,3499,19.4,0,"(34218.1, 37413.8]",42.9,39.3,46.7,"Donley County, Texas",2.53,46.3,7.2,26.6,,0.2,33.5,9.6,47.6,3.9,58.1,43.2,36.7,39.2,21.7,48.74141876,0.284090909
45,23,166.7,323.8,35069,11388,26,0,"(34218.1, 37413.8]",37.3,35.3,39.1,"Duval County, Texas",2.8,43.1,28.5,39.4,,0,33.3,5.7,,10.9,43.6,,25.9,39.8,22.1,45.51689103,7.84067086
112,54,196.8,428.7,36591,18171,19.9,0,"(34218.1, 37413.8]",42.9,40.5,45.4,"Eastland County, Texas",2.55,44.3,7.7,39.7,,3,35.9,10.5,46.2,4.4,46,25.8,20.2,46.4,28.3,45.43318649,4.01891253
538,230,190.1,436.4,55555,159436,12.8,62.72109185,"(54545.6, 61494.5]",30.7,29.8,31.8,"Ector County, Texas",2.91,49.1,20.9,37.2,,5.5,28.7,10.6,64.1,5.2,57.7,,44.6,25.3,15.8,48.81261304,10.58379177
8,4,122.6,261,35554,1894,22.5,0,"(34218.1, 37413.8]",49.5,50.7,49.1,"Edwards County, Texas",2.54,51.1,32,46.7,,0,28.8,20.8,56.4,4.9,57.8,39.9,37.9,42.7,15.6,53.54752343,1.58013544
605,236,175.4,436.2,61157,163632,11,0,"(54545.6, 61494.5]",35.7,34.5,36.5,"Ellis County, Texas",2.95,57.6,16.6,34.4,,4.9,29.7,14.9,62.7,6.5,65.6,55.2,48.2,24.9,14.4,62.54724327,5.889593045
2708,1015,142.9,380.9,40081,835593,23.4,51.46045982,"(37413.8, 40362.7]",31.6,29.7,33.4,"El Paso County, Texas",3.14,47,14.7,30.4,,5.5,24.5,14.7,52.9,8.4,47.3,39.1,29.3,33.8,23.3,50.15446127,5.625701056
149,57,144.8,388.1,41914,41122,21.8,0,"(40362.7, 42724.4]",30.3,29.5,31.1,"Erath County, Texas",2.62,46.6,7.7,22.4,,7,27.1,18.5,59.3,4.1,60.4,49.7,39.8,27.3,15.6,48.38731814,5.054084297
83,34,151.9,374.9,35491,17142,23.7,0,"(34218.1, 37413.8]",39.8,39.6,39.9,"Falls County, Texas",2.86,42,32.7,32.1,34.2,1,37.7,8.8,42.8,7.2,55.5,39.3,34.9,38.9,19.5,45.84717608,3.950011158
182,81,179.1,410.4,43211,33693,17.1,1751.105571,"(42724.4, 45201]",41.3,39.2,43.5,"Fannin County, Texas",2.56,52,25.1,33.3,39,2.6,35.2,10,48.4,6.7,59.5,,37.8,36.3,19.1,53.81660264,4.543403039
144,64,158.1,386.3,49830,25110,10.9,0,"(48021.6, 51046.4]",47.6,45.9,48.9,"Fayette County, Texas",2.55,55.7,16.5,48.2,,3,36.9,11.5,,1.8,66.5,49.8,43.9,32.8,14.9,56.87382298,5.062486761
25,10,163.3,418.6,44519,3827,15.4,0,"(42724.4, 45201]",41.9,42.8,40.6,"Fisher County, Texas",2.29,54.4,10.1,45.1,,5.8,33.4,11.7,56.3,7.2,61.9,40.4,33,35.2,14.1,50.26994601,5.80474934
30,15,173.5,376.7,36898,5901,23.7,0,"(34218.1, 37413.8]",37.3,37.5,37.1,"Floyd County, Texas",2.54,57,13.9,33.2,45.5,7.4,29.1,12.9,56.1,8,49.7,35,28.1,41.4,25.2,53.87484459,4.490106545
1931,592,133.4,399,88516,716087,8.8,34.91195902,"(61494.5, 125635]",35.5,34.6,36.3,"Fort Bend County, Texas",3.17,58.7,15.2,28.8,,8.8,17.5,28,63.7,5.1,74,66.2,60,17.3,9.8,65.81954333,5.338507619
59,24,156.3,413.3,42099,10651,16.4,0,"(40362.7, 42724.4]",43.5,42.6,44.9,"Franklin County, Texas",2.46,57.7,7.4,51.5,38,3.1,33.5,11,52,6.6,52.1,36.1,31.9,43.3,26.9,52.2423104,4.741980474
103,46,180.2,410.4,46526,19691,16.7,0,"(45201, 48021.6]",41.4,40.5,42.7,"Freestone County, Texas",2.44,52.7,22.5,32.7,,10.3,33.9,8.7,50.6,4.9,61.5,,40.7,33.4,15.2,52.28193357,2.553975777
55,25,155.7,344.1,34206,18793,26,0,"[22640, 34218.1]",31.5,30.2,35.1,"Frio County, Texas",3.14,41.1,35.3,38.5,,0.9,33.8,7,46.4,5.2,47.2,28.9,23.7,38.3,24.9,51.79390905,8.13579163
47,23,164.8,331.1,50709,20051,14,0,"(48021.6, 51046.4]",28.9,28.6,29.4,"Gaines County, Texas",3.35,60.6,21.2,57.6,,2.9,27.9,8.5,60.9,4,45.4,38.5,33.6,26.1,18.6,64.82635797,6.114037096
1336,569,191.2,443.8,58333,322225,14.3,37.24105827,"(54545.6, 61494.5]",37.5,36.3,38.7,"Galveston County, Texas",2.66,50.9,15.9,29.5,45.5,9.1,24.5,19.1,59.8,7.5,68.1,56.1,49.9,25.6,13.9,51.0731913,5.330646143
16,10,164.8,259.5,49947,6415,28,0,"(48021.6, 51046.4]",39.4,38.6,39.9,"Garza County, Texas",2.7,46.7,28.9,39.4,,17.1,27.8,5.4,36.9,2,51.6,39.2,32.2,36.9,22.7,56.26631854,1.260504202
181,79,157.5,414,52814,25963,12.5,0,"(51046.4, 54545.6]",50.6,48.2,52,"Gillespie County, Texas",2.36,59.8,15,39,,5.8,26.6,22.7,53.2,6.8,63.1,42.2,31.3,39.4,17.5,56.71740569,6.807727691
45,15,139.8,435,49369,7531,15.3,0,"(48021.6, 51046.4]",45.8,44.8,46.6,"Goliad County, Texas",2.54,57.6,14.1,51.1,,6.8,39.5,9.1,48.6,9.3,70.4,49.3,43.7,37.6,15.4,57.37591114,5.702647658
86,43,179.2,369.7,42291,20573,18.3,0,"(40362.7, 42724.4]",38.1,37.4,38.9,"Gonzales County, Texas",3.07,51.1,35.8,37.9,,1.1,33.7,10.1,54.9,6.5,49.1,38.2,33.3,35.7,22.6,51.15022387,6.233766234
139,50,178.7,512.8,49012,23210,14.2,0,"(48021.6, 51046.4]",37,36.5,38.2,"Gray County, Texas",2.59,52.1,19.5,31.5,45.8,3.2,33,9.8,53.3,5.4,59.6,,41.3,32.5,17.2,52.31515152,7.321274763
678,278,182.3,461.9,49261,125467,15.3,255.0471439,"(48021.6, 51046.4]",40.2,38.5,41.4,"Grayson County, Texas",2.55,52.3,21.1,29.1,45.5,4.3,32,13,,7.8,62.2,46.6,41.1,33.4,17,50.44795086,6.10521758
579,258,189.9,441,50020,124108,18.2,145.0349695,"(48021.6, 51046.4]",35.4,34.1,37.3,"Gregg County, Texas",2.61,46.9,16.5,31.5,45.6,6.3,28.2,14,58.3,5.9,57.8,46.5,41.6,32.5,20,45.37901705,6.625137665
109,61,198.4,352.5,44795,27512,18.6,0,"(42724.4, 45201]",40.7,39.6,42,"Grimes County, Texas",2.63,46.2,29.7,39.8,28.1,2.4,35.9,7.7,46.1,6.2,60.5,46.3,39.7,30.8,16.3,49.19489173,3.146509341
566,219,162.9,424.4,61825,151249,10.4,0,"(61494.5, 125635]",36.6,35.4,37.8,"Guadalupe County, Texas",2.89,54.6,18.7,36.9,,5.1,29.7,17,60.6,5.7,71.3,,43.3,26.2,12,58.54515734,5.319420421
142,61,173.4,400.8,40213,34360,24,0,"(37413.8, 40362.7]",32.5,32,33.2,"Hale County, Texas",2.86,50.4,18.7,39.9,,5.1,32.2,9.1,53.6,8.1,52.6,43.3,37.6,33.8,22.4,52.98358377,7.298720843
21,12,223.2,415.8,33324,3138,24.5,318.6743149,"[22640, 34218.1]",536.4,42.8,45.2,"Hall County, Texas",2.71,49.1,27.4,41.8,,0,27.9,8.9,47.5,11.5,42.6,,20.4,42.7,26.9,51.51515152,8.121019108
56,28,182.8,423.4,41207,8159,16.2,0,"(40362.7, 42724.4]",48.6,48,49.6,"Hamilton County, Texas",2.52,56.1,28.3,54.2,13.6,3.9,33.2,15.4,48.3,5.9,61.7,,35.3,42.1,18.9,56.75931775,5.684931507
27,8,129.1,448,50698,5610,12.7,178.2531194,"(48021.6, 51046.4]",36.4,36.8,36,"Hansford County, Texas",2.78,60.8,36,31.6,,5.5,29.6,15.1,63.8,2.3,65.3,52,43.7,27.1,16.1,60.59837728,6.825657895
24,9,142.3,410.4,36992,3840,18.7,0,"(34218.1, 37413.8]",42.3,40.5,44.2,"Hardeman County, Texas",2.42,51.3,37.8,22.3,,4.3,33.1,13.9,51.5,5.9,58,39.2,34.2,39.5,20.2,47.42962056,11.03752759
278,117,190.7,459.5,53872,55865,12.9,0,"(51046.4, 54545.6]",38.9,38.1,39.5,"Hardin County, Texas",2.64,58.4,18.1,41.7,,3.7,38.2,10.8,55.8,5.5,65.9,51.6,47.7,27.8,14.1,57.44026155,5.506783719
14477,5108,161.4,433.8,54230,4538028,17.3,391.3594187,"(51046.4, 54545.6]",32.8,32,33.6,"Harris County, Texas",2.88,47.2,19.9,30.5,40.9,8.8,23.3,18.9,63.2,7.5,54.7,47.6,42.8,27.5,19.8,46.91349545,6.028644456
314,129,176.3,429.7,48461,66746,17.1,344.589938,"(48021.6, 51046.4]",37.5,36.3,38.9,"Harrison County, Texas",2.76,53.3,12.5,34.5,,4.3,34,14,55.6,7.7,60.7,47.8,43.4,31.5,17.9,56.07321838,5.790913336
18,8,116.7,275.7,64182,6193,10.5,1291.781043,"(61494.5, 125635]",39.3,38.4,40.2,"Hartley County, Texas",2.61,55.2,8,52.8,,8.7,34.3,16,46,2.1,72.1,,43.2,28.3,11.6,68.73940079,10.43307087
34,16,172.4,387.4,35607,5737,25.1,522.9213875,"(34218.1, 37413.8]",43.4,38.1,52,"Haskell County, Texas",2.2,52.7,24.5,34.6,,0,32.6,10.3,45.1,6.9,54,36.1,29.3,44.1,23.9,50.32822757,4.519119351
515,188,149.5,399.8,59569,194739,17.5,30.8104694,"(54545.6, 61494.5]",30.9,30.3,31.7,"Hays County, Texas",2.78,45.8,6.9,18.5,66.3,8.3,21.4,25.1,62.4,6.7,72.7,61.8,52.9,20.6,10.6,49.023794,4.207066557
16,8,189.7,411.7,66505,4264,8.9,0,"(61494.5, 125635]",34.4,35.2,34,"Hemphill County, Texas",2.77,68,24.3,20.1,,18.5,25.8,19.9,,3.7,64.3,,40.8,23,9.4,65.89358799,5.503512881
499,215,190,457.8,40921,79545,20.2,0,"(40362.7, 42724.4]",43.4,41.4,44.8,"Henderson County, Texas",2.61,54.7,13.8,48.2,,3,34.3,11.5,48.1,7.8,54.3,,33.4,39.3,21.8,55.24848892,5.769695505
2092,763,123,341,34368,842304,33.5,42.73991338,"(34218.1, 37413.8]",28.8,27.4,30.1,"Hidalgo County, Texas",3.62,51,22.3,29,,5.1,23.2,11.9,52.2,9.9,32.6,,22.9,37.3,28.2,56.33534356,6.82588583
205,91,186.4,440.9,41521,34855,21.8,0,"(40362.7, 42724.4]",42.4,41.7,43,"Hill County, Texas",2.63,53.6,19.6,35.1,,3.5,33.1,9.9,51.9,8.9,54,38.1,32.6,38.9,22,52.74376066,8.01384083
94,37,155.2,390.1,50124,23433,14.4,0,"(48021.6, 51046.4]",32.8,31.9,34.3,"Hockley County, Texas",2.8,53.4,13.7,23.5,,2.1,26.2,11.2,60.1,6.4,57.5,,41.7,29.6,17.8,54.61738163,6.633380884
340,140,167.2,438.5,55472,55423,12.4,0,"(54545.6, 61494.5]",46.9,44.9,48.2,"Hood County, Texas",2.51,58.3,20.4,36.9,,3,28.4,17.1,51,5,64.9,45.3,37.6,36.3,16,57.52914198,6.844366335
173,80,181.2,409.9,44076,36223,20.3,0,"(42724.4, 45201]",39.2,38,40,"Hopkins County, Texas",2.65,57.4,13,41.1,,2.8,37.3,10.5,55.3,7.1,55.2,,34.5,35,19.9,56.56596097,7.914410931
124,61,176.8,372.1,33698,22785,25.9,0,"[22640, 34218.1]",44.5,43.2,47.1,"Houston County, Texas",2.45,43.9,27.1,38.1,,3.5,37.3,10.9,40.5,6.4,53.6,38.6,34.3,42.6,24.9,46.04772558,3.995098039
169,69,181.9,441.6,47299,37206,17.5,0,"(45201, 48021.6]",36.9,36.6,37.2,"Howard County, Texas",2.73,44.9,20.3,30.3,,4,31.3,9.3,48,6.4,61.5,48,41.8,31.7,17.7,47.82259504,7.220420251
8,4,110.4,214.8,32086,3379,26.7,0,"[22640, 34218.1]",39.6,40.4,36.8,"Hudspeth County, Texas",3.06,50.2,26.3,33.9,,1.8,24.5,6.4,44.1,5.7,34.9,28,24.6,46,34.2,53.82231405,8.859060403
465,195,198.5,476.8,43385,89844,20.5,11.13040381,"(42724.4, 45201]",38,36.7,39.3,"Hunt County, Texas",2.77,50.4,15.3,34.6,,9.3,34.6,11,51.6,11.4,58.9,46,40.9,33.1,19,52.6920083,4.433836917
110,42,158.9,422.7,51508,21734,13.9,0,"(51046.4, 54545.6]",37.3,36.1,38.7,"Hutchinson County, Texas",2.62,51.5,20.9,37.6,39.9,1.6,31.2,10.8,55.7,5.3,60.9,45.2,40.7,34.3,18.8,48.88513921,7.239057239
9,3,142.5,435.8,63054,1554,8.6,0,"(61494.5, 125635]",44.9,43.4,47.1,"Irion County, Texas",2.5,67,21.8,36.6,,0,34.9,10.5,62.2,4.4,71.3,57.7,51.7,23.2,7.4,63.2218845,5.459770115
43,17,166.4,417.2,52030,8878,14.9,0,"(51046.4, 54545.6]",40.5,36.4,43.8,"Jack County, Texas",2.55,56.9,30.2,44.1,,0.6,40.5,7.2,45.1,5.6,60.7,45,36.7,33,16.6,62.55361267,6.95970696
72,35,189.2,409.1,52185,14816,14.7,0,"(51046.4, 54545.6]",39,38.9,39.1,"Jackson County, Texas",2.79,56.4,19.5,46.2,,7.4,33.9,13.6,55.8,5.2,66.8,53.8,47.4,29.7,16.2,57.89782736,5.209698558
202,86,188.9,448.1,41017,35506,17.7,0,"(40362.7, 42724.4]",40.6,40,41.5,"Jasper County, Texas",2.83,50.4,20.5,42.8,,1.2,44,7,44.5,11.4,56.3,,32.6,39,20.2,52.48578392,3.4164859
12,7,168,294.6,46364,2156,13.1,0,"(45201, 48021.6]",53.1,53.4,52.8,"Jeff Davis County, Texas",2.12,59.5,51.3,48.7,,0,21.1,18.7,56.1,7.1,56.3,,30.9,40.3,17.8,55.22971652,0
1195,510,187.7,445.6,41147,254308,21.2,55.05135505,"(40362.7, 42724.4]",35.9,35.1,37.1,"Jefferson County, Texas",2.53,43.6,17.2,34.8,42.1,5.8,33.3,13,51.7,8.8,54.7,43.3,38.8,33.1,20.5,41.36584844,5.814864465
22,12,202.2,385.1,36929,5200,22.5,0,"(34218.1, 37413.8]",36.7,31.5,44.1,"Jim Hogg County, Texas",3.09,48.4,31.5,20.3,,0,30.2,9.3,44.5,16.5,48.4,35.1,30.7,37.9,20.6,55.45023697,17.26057906
153,72,164.6,353.8,46200,41382,20.2,0,"(45201, 48021.6]",34.6,32.9,36,"Jim Wells County, Texas",2.97,50.7,35.5,35.3,,4.7,34.1,7.3,53.8,6.6,53,38.6,35.6,33,20.1,51.71017427,8.130335207
675,276,185,444.7,55926,159990,13.3,37.5023439,"(54545.6, 61494.5]",36.7,35.8,37.6,"Johnson County, Texas",2.84,57.1,19.2,37.6,,4.8,31.7,12.4,58,7.3,61.2,,45.6,26.8,16.5,59.80441464,6.554953179
95,41,179.9,420.3,41079,19970,23.4,0,"(40362.7, 42724.4]",39.2,36.5,44.5,"Jones County, Texas",2.26,42.7,34.5,41.1,,1.7,39,7.2,29.7,4.2,56.4,,31.5,39.8,21,53.54345054,5.620219488
71,31,178.1,424.2,43986,14975,22.3,0,"(42724.4, 45201]",35.5,33.8,41.1,"Karnes County, Texas",2.83,43,37,34.7,,3.1,36.3,10,43.6,4.8,59.2,45.9,39.8,38.3,21.3,48.20143885,9.297604547
171,63,132.7,385.2,77764,40384,8.3,0,"(61494.5, 125635]",43.6,42.2,45,"Kendall County, Texas",2.72,60,19.7,33.3,,4.7,21.1,26.7,55.9,4.5,75.6,,43.5,28.3,11,61.07585596,3.026544282
336,152,166.3,411.2,44113,50955,17.6,98.12579727,"(42724.4, 45201]",47.9,45.7,49.7,"Kerr County, Texas",2.38,50.7,19.6,40.1,,1.4,27.8,18.4,49.4,8,58.3,37.6,29.1,42.5,19.2,48.39043119,5.271431566
28,15,183.1,376.8,38750,4388,18.5,0,"(37413.8, 40362.7]",52.8,52,54.6,"Kimble County, Texas",2.22,55.6,15.5,38.9,,10.6,35.4,12.7,55.5,7.6,56.3,,25,40.7,16.7,51.75879397,6.469002695
18,11,179,297.2,39335,3549,21,0,"(37413.8, 40362.7]",44.9,40.8,47.3,"Kinney County, Texas",3,56.7,24.9,38.1,,2.4,27.9,11.1,41.3,13.2,52.7,39.4,29.6,33.9,16.3,55.69972196,0
130,48,164.1,445.2,40884,31857,22.8,0,"(40362.7, 42724.4]",28,26.6,30.7,"Kleberg County, Texas",2.76,40.2,13.8,12.2,,11.9,22.1,16.9,53.6,11.7,56.6,44.2,39.3,31.5,18.7,42.6645883,5.244100387
19,10,165.2,352,36929,3860,21.3,0,"(34218.1, 37413.8]",40.9,39.3,43.1,"Knox County, Texas",2.55,52.3,23,40,,0,37,12.1,52.6,7.1,56,38.8,29.7,39.3,21.7,49.33890049,4.12371134
292,120,187.3,469.5,41009,49440,18.6,323.6245955,"(40362.7, 42724.4]",40.3,37.8,42.1,"Lamar County, Texas",2.56,52.9,23.3,22.5,,4.7,34.7,10.7,53.7,7.4,55.7,41.8,36.1,37.1,21.5,51.53474193,5.292201918
61,32,183.6,373.6,37111,13385,22.6,2689.577886,"(34218.1, 37413.8]",36.1,32.9,38.7,"Lamb County, Texas",2.78,54.5,26.4,30.7,,2,30.5,11.6,55.8,6.2,48.4,38.2,31.8,38.5,26.4,53.44295992,6.74955595
100,55,215,411.8,50699,20588,14.4,0,"(48021.6, 51046.4]",40.8,40.7,40.9,"Lampasas County, Texas",2.66,59.4,32.9,37.7,,1,25.8,14.1,51.6,8.6,64.4,44.3,28.4,33.9,14.5,59.05396402,4.398148148
21,9,135.7,307.1,38012,7631,28.1,0,"(37413.8, 40362.7]",31.7,33.4,28.8,"La Salle County, Texas",3.19,47,28.5,34,,1.8,32.7,10.1,42.9,8.1,41.2,23.4,21.1,41.8,27.5,49.9238965,11.31436314
121,47,148.2,414.2,47041,19836,13.8,0,"(45201, 48021.6]",44.9,43.7,45.6,"Lavaca County, Texas",2.48,60,21.8,33.3,41.5,3.5,41.6,11.9,57.6,4,66.4,50.6,42,32.4,16,57.84962992,5.642384106
74,31,143.4,365.5,52895,16898,13,0,"(51046.4, 54545.6]",39.9,39.1,42.1,"Lee County, Texas",2.69,52.8,28.5,36.3,,1.8,39.1,12.3,57.9,5.7,65.6,49.9,40.4,31.3,15.7,56.78785857,8.291032149
101,54,205.4,405,45159,17086,13.5,0,"(42724.4, 45201]",44.9,44.6,45,"Leon County, Texas",2.72,52.7,21.2,42.3,35.4,1,36.2,12,49.5,7.5,54.8,38.1,30,41.5,23.3,51.74210355,8.203125
309,152,203.2,401.7,47123,79654,17.4,0,"(45201, 48021.6]",36.4,35.9,37,"Liberty County, Texas",2.82,51.5,23.6,38.8,,0.7,38,6.7,46,11.5,53.5,44.5,41.4,32,20.9,56.02906908,6.112482007
127,60,201.8,432.2,37256,23320,19.6,0,"(34218.1, 37413.8]",39.3,37.3,42.3,"Limestone County, Texas",2.77,48.9,27.5,43.6,,1.2,35.7,9.9,50.3,8.2,50.8,,30.2,39.8,22.7,51.02671945,4.700402287
12,4,106.1,318.9,60810,3569,10.6,280.1905296,"(54545.6, 61494.5]",34.4,31,39,"Lipscomb County, Texas",2.87,56.4,21.7,34.6,42.5,1.2,37.2,14.2,62.1,5,67.6,54.4,45.9,22.6,10.3,58.43071786,10.1488498
52,24,147.1,316.6,51481,12229,15.5,0,"(51046.4, 54545.6]",42,39.9,45.1,"Live Oak County, Texas",2.78,50.6,27.6,43,27.6,1.8,36,9.9,42.8,4.3,61.7,,43.6,31.3,14.7,53.79832387,10.60674157
149,68,168.7,395.8,45096,19796,14.9,0,"(42724.4, 45201]",56.3,55.8,56.8,"Llano County, Texas",2.21,59,16.6,42,,4.6,27.2,19.4,44.1,5.8,59,35,28.1,47.8,21.4,55.48879131,5.130927105
1107,425,163.7,430,45719,299453,17.7,153.6134218,"(45201, 48021.6]",30.6,29.3,31.9,"Lubbock County, Texas",2.59,43.5,9.4,18.9,,10,25.9,17.4,62.2,6.2,63.8,,44.8,28.2,16.6,43.3262042,5.340021423
21,11,154.4,303,41589,5724,18.3,0,"(40362.7, 42724.4]",37.4,36.6,38.7,"Lynn County, Texas",2.62,54.7,14.5,43.4,,3.9,31.9,12.5,54.7,10.9,49.6,38,32,39.1,24.4,50.63985375,3.301127214
51,24,186.9,430.6,39649,8341,18.9,0,"(37413.8, 40362.7]",44.2,40.8,45.7,"McCulloch County, Texas",2.59,55.8,11.6,59.4,,1.4,31.3,10.7,56.5,4.3,58.2,37.6,33.7,41.8,22.3,53.16375199,3.525835866
1034,447,181.6,432.6,43488,245671,19.7,85.48017471,"(42724.4, 45201]",32.9,31.6,34.3,"McLennan County, Texas",2.68,46.6,12,24.9,,8.8,27.9,14.6,57.3,6.2,62.4,49.7,44.4,31.2,17.9,47.32220033,4.887587132
60,26,165.3,403,39030,14065,21.5,0,"(37413.8, 40362.7]",35.1,31.7,43.5,"Madison County, Texas",2.32,43.3,40.8,35.5,,1.9,36.8,7.8,35.3,5.7,57.4,42.3,38.1,37.4,18.7,50.32759039,8.393501805
71,35,205,423.4,34452,10160,23.1,0,"(34218.1, 37413.8]",49.1,49.4,48.5,"Marion County, Texas",2.26,55.1,19.8,37.5,,5.9,37.6,8.7,45.7,8,50,35.3,29.9,42.9,22.1,51.3107775,1.660795169
16,7,153.2,331.3,61896,5641,12.5,0,"(61494.5, 125635]",31.9,31.5,33.6,"Martin County, Texas",3.18,50.7,38.9,32.4,,3.1,35.5,13,60.9,3.5,59.9,51.9,47.4,21.3,12.5,54.23312883,2.11038961
22,13,187.2,307.6,42820,4032,14.8,0,"(42724.4, 45201]",50.5,48.2,53.2,"Mason County, Texas",2.37,55.7,30.9,41.3,27.8,0,34.7,15.3,58.2,6.8,54.4,34.9,21.2,38.1,17.7,51.98366394,3.900156006
181,72,166.6,420.8,41587,36770,22.1,0,"(40362.7, 42724.4]",37.2,36.5,38.2,"Matagorda County, Texas",2.7,50.4,20.2,49,,2,35.4,11.7,56.2,6.4,52,40,36.3,35.7,22.2,49.71603647,8.922207202
168,71,150.2,355.1,32248,57706,26.5,0,"[22640, 34218.1]",29.9,27.8,31.1,"Maverick County, Texas",3.48,52,25.7,32.6,40,1.8,22.4,7.7,,13.1,36.4,,28,34.8,24.6,57.09918902,8.605012198
178,82,155.6,343.3,53440,48417,14.3,0,"(51046.4, 54545.6]",38.5,36.5,40.3,"Medina County, Texas",2.98,54.3,25.4,33.3,39.5,1.9,31.9,13.2,52.4,6.6,65.2,48.9,42.3,33.6,16.7,58.77796327,9.143368819
11,7,173.9,279.3,32580,2164,22.7,0,"[22640, 34218.1]",45.7,45.4,46,"Menard County, Texas",2.25,59.5,24.5,63.2,12.3,0,30.3,8.8,47.1,8.3,49.5,29.8,22.1,43.3,19.4,51.94532072,3.712871287
